Accession,C_OEI06441,C_OEI06445,C_OEI06449,C_OEI06455,C_OEI06461,C_OEI06465,C_OEI06469,C_OEI06473,C_OEI06477,C_OEI06483,C_OEI06487,C_OEI06491,C_OEI06495,C_OEI06499,C_OEI06506,C_OEI06510,C_OEI06520,C_OEI06526,C_OEI06530,HCC_OEI06439,HCC_OEI06443,HCC_OEI06447,HCC_OEI06453,HCC_OEI06459,HCC_OEI06463,HCC_OEI06467,HCC_OEI06471,HCC_OEI06475,HCC_OEI06481,HCC_OEI06485,HCC_OEI06489,HCC_OEI06493,HCC_OEI06497,HCC_OEI06504,HCC_OEI06508,HCC_OEI06518,HCC_OEI06522,HCC_OEI06528
O43242,32989.91724,69411.92012,34112.57695,18232.94171,22397.48552,29816.55861,47653.95251,38933.08682,31107.16869,190647.5582,59299.8541,72438.47169,85244.66734,89136.37935,32098.26823,57086.41462,80062.22059,30740.38359,59212.07927,109462.909,130167.2156,579216.3146,289085.2428,62283.18589,59689.54865,135385.3073,64646.54569,103795.43,73492.28027,198951.6733,65993.86826,116867.5366,125579.8262,43879.45908,27466.86057,63135.14544,72058.43237,139678.6945
O43708,85950.14524,155524.3075,157411.648,33670.63593,127957.7097,158144.6044,161010.8263,222956.1592,181554.7745,275991.752,122791.341,211569.9498,169788.0464,120830.5425,110787.0839,135191.2341,235008.1418,111195.1485,64566.9318,6558.260065,106877.0463,11940.69754,9800.743086,107653.0436,16950.32418,5419.895357,147612.6434,11689.54882,2660.622044,7587.575169,13655.55865,6057.36058,190953.3622,7729.150374,10110.82347,5220.147784,10517.07385,5678.018006
P38159,8262.756521,3803.74523,1886.562638,1744.92039,4820.920161,4027.172443,2437.461258,4227.940274,4592.828299,13682.54784,5738.934841,3431.057071,4200.194871,3382.089138,2033.402733,14010.71304,10141.48834,4443.913415,4206.056609,26809.33425,10131.2824,45699.10357,21506.85095,15200.55743,7342.028778,10656.46869,5750.329498,6295.912535,28639.77118,13980.23571,7644.510613,15130.40438,7463.423595,5938.271652,4074.552389,14182.58256,10614.92113,6358.120408
Q15437,3667.213327,3676.075818,1510.800629,1772.134272,1967.5342,1449.837984,1527.463121,3790.03782,1875.525731,21258.48401,2951.88839,9072.089517,8617.586467,3705.633261,3170.262549,7079.702328,3629.051655,3995.098385,5225.578449,21808.05816,14288.6625,245549.4067,40862.24789,10464.03591,9361.755085,26596.69337,13700.68394,16280.51196,101834.1832,78239.36673,17277.67638,19446.30388,14528.27463,13651.23678,2935.587156,3415.03771,9768.316745,31508.4652
P46952,1287162.784,786972.1711,508490.8795,66208.25851,639882.0388,1181725.4,656731.2404,1121807.804,872717.4809,1452112.729,699257.1117,835213.4377,651996.5619,741944.3108,425092.3515,1083913.88,600099.4734,329348.6486,578364.2731,142700.1598,277712.9792,460050.1151,1177954.162,363422.8222,113005.5898,260918.3344,356206.7771,261742.0865,68013.88298,535656.0037,78611.18905,201164.1703,393442.1579,80547.06654,51326.4301,66346.18235,248009.2543,47207.89606
O60841,1510.721512,9077.750291,1870.085487,3357.468955,1699.398842,1624.064335,7689.26301,1314.024292,454.9481547,18632.83769,5252.487223,5382.077792,6616.646947,11753.14371,3555.419308,1568.708618,3939.700433,7116.81741,9489.98182,25799.1658,34195.19736,131250.724,39435.70278,14357.88337,9798.860843,41141.50158,17379.62705,19450.17783,20865.5307,24830.52127,23059.31835,31104.45155,25202.26724,17303.25804,5202.908677,7149.875748,9068.021132,44024.28582
O43143,14450.39004,19674.28711,14836.2766,11403.76668,15994.40236,11837.48368,14729.65291,12142.64054,8344.140147,34527.63266,16726.47622,13427.92571,17088.37206,21706.50165,7186.460989,19741.20809,16749.23728,10148.12626,16767.11911,66079.85268,43060.8687,178690.1869,89547.46186,29102.1584,25079.04817,40665.03542,23244.10481,20431.07808,68545.35277,34920.18802,33775.83649,31376.39621,26514.7745,26101.56126,19699.55641,27982.58307,34531.15796,36737.3985
Q9NZT2,12385.50833,7498.352721,5043.409961,5036.760231,7635.939919,8320.182241,5573.057014,10330.78064,2978.180531,15616.66846,6021.337451,7443.093122,9498.574553,11554.28998,4062.22267,10038.80309,6708.119636,2421.330266,7907.504381,23784.68886,21022.4993,68575.43831,88769.71706,15867.2565,5847.164338,19885.13404,10337.92455,11687.56628,19269.60937,22265.67848,9928.603678,24522.07016,17980.72527,14491.47064,9177.596581,14111.30889,16815.00939,28428.99305
Q6L8Q7,5120.535702,13540.49926,6592.598726,4832.103347,3949.854721,4661.904163,6227.775035,6887.707398,4853.114754,55968.38161,23075.26981,18959.28819,23651.62223,21501.96621,6825.204892,13604.3185,16912.47477,10295.23168,16201.63959,34243.86693,44417.99635,107346.2895,75715.54788,8721.774173,29805.47427,57977.82806,44914.52758,17042.5428,30159.1999,90837.86099,37213.85638,59825.24024,42948.14474,15299.3994,11850.29993,14619.70723,16732.08165,48130.53279
Q15181,279932.5081,234613.3069,99932.757,136945.8758,151199.6846,232797.3909,129651.5499,349404.271,234537.8955,529565.3766,182485.3292,174933.9548,243167.0862,320859.509,126394.3852,224119.9054,193975.5826,134049.7406,240032.3629,629690.6771,692153.1413,1472370.055,1999525.36,257211.684,518923.1851,682208.0751,563835.6913,515614.0535,324876.5728,282946.1678,437103.8749,687881.7645,434737.2558,260182.9747,146156.3713,184336.6257,206830.0789,500039.4572
P34932,116031.5476,253738.315,91230.18661,86900.03854,119048.6236,97149.14606,126825.3211,192343.2275,80706.51542,494557.149,172922.1568,229118.2525,264760.2152,299690.4227,113175.3234,219112.8555,202276.6016,118509.9627,191139.316,577836.2743,805171.6382,1159488.079,1118492.968,177793.4306,245356.2053,750085.8435,462229.8842,235540.693,545165.354,657391.9017,444116.8885,414996.7934,341271.4796,351448.0672,217789.533,175965.95,185821.9488,424993.2184
Q9BYV1,86136.67176,189344.8332,75444.18035,29139.76682,80408.88205,81543.78132,118893.6362,86214.6709,74385.48761,361466.4415,113580.1878,114626.3961,81353.89672,185047.4101,47266.4709,43829.48046,56168.05658,51546.44909,132726.6597,7358.974902,192606.9778,32618.12859,25066.9604,31817.98228,6761.020046,9326.216932,24917.26905,39978.33615,3059.738802,14773.22855,10504.95506,80519.90421,110226.3881,4607.894385,6437.918083,3420.316222,11505.72236,4556.584555
O14828,3381.423617,6443.033941,1914.365835,2408.809567,3101.405114,3629.977247,7908.900424,3403.562448,2608.781796,13810.64657,5682.506326,5953.636166,9025.269263,8516.50896,3249.047609,10405.81951,4307.20599,3978.842754,11209.32915,46351.06533,8827.34814,436470.2787,71511.69235,11951.62769,16974.72576,52515.79553,11039.16658,28342.7093,64069.16563,52703.17195,15965.32946,29599.04988,12045.30302,17211.69159,9429.102535,22914.13534,8628.453757,34931.93693
Q9Y3E0,2177.664705,4855.679413,3218.512491,2382.743143,677.5141998,1081.398489,3028.059203,1103.902892,1244.204212,1747.821946,5034.090294,952.8742419,2932.104297,2983.114137,1238.913832,1615.27515,2145.208082,1757.652894,1304.025132,22575.8876,11764.5454,121118.3244,19257.19495,6670.788515,14599.83397,13097.14371,6698.985655,10111.93233,16160.76602,21115.6067,3675.983892,7761.237468,3603.002987,8624.690018,6186.848106,5000.598764,3433.978362,7228.998789
P40616,6530.149486,20022.78575,9808.310033,2264.013197,865.267908,4563.808685,6855.802598,5294.075813,3452.050111,25483.01927,5483.177816,6686.572307,15491.26963,12497.54197,4536.561995,2233.59571,9026.765511,3351.851626,7863.128383,50923.95524,36545.7804,188051.5846,70716.76856,4568.31122,22514.53034,43670.31777,19151.38164,44049.96002,17641.83651,22701.95664,9654.787185,48733.82454,15196.75176,24954.84286,14701.84124,10613.92181,8555.59694,20604.22456
O43681,35315.14394,33379.00377,11426.93848,9563.211445,14727.6909,25314.67202,17675.56744,43419.49314,19301.83086,60713.36104,26721.47639,17201.3776,27665.30999,42841.56645,12218.51797,24308.63102,26829.90398,13219.58206,27098.98643,61609.92771,72567.91872,117032.9394,181621.521,49338.96208,39803.94694,66327.62583,44980.6119,31013.0545,38210.91825,66337.92377,24231.70314,40486.18014,45086.36889,28259.56079,8505.118943,35173.01252,31192.97519,115595.5301
P30084,7597576.292,7288090.431,3146913.186,1219966.078,4277096.743,4695086.317,4173814.846,5182780.587,5335837.36,10136317.85,3284342.747,7688798.073,5471031.933,4653336.668,2233534.616,7345189.654,4167764.384,3722311.597,3854473.744,2051160.017,6971347.567,2150766.381,6188337.911,3253155.832,2726840.908,1326806.481,3457409.362,2689664.096,1074069.699,1741465.044,1015566.156,2732120.074,3053786.051,1011921.797,1681754.09,757627.4359,3461153.351,897519.778
P28482,22062.92543,35565.34999,16665.99705,12256.95739,14667.90083,21146.69444,14563.21815,47936.30213,23213.24375,114889.0288,31008.46256,35707.64772,40780.13234,60504.61635,13720.4279,62285.99816,38893.5868,21149.65439,22612.46669,114057.8812,145105.3177,403860.2804,250212.1057,59603.58214,27636.84121,87887.08977,46029.5973,51302.30209,114289.4315,79902.86534,40235.57405,108348.9414,79140.18045,30833.82944,14925.92778,82175.19609,74972.60853,91649.1086
O14980,10101.93363,49028.35749,18290.96163,13341.51445,1834.470826,5414.621492,33756.2977,14494.36934,14734.28078,69281.66414,31374.90832,28556.68434,38727.38317,64071.61719,21238.2257,12014.3676,32777.57774,12415.80532,33670.20485,133160.8382,105282.803,491630.2576,136667.3782,23604.60177,40635.18316,128839.0924,70298.08553,80213.84584,174003.9655,140585.0099,58288.39448,58839.96033,71071.2341,47214.72231,29403.84191,41767.06196,37442.14561,86903.12074
P36871,2115642.452,3300548.185,1671838.77,614250.9513,2299726.791,2277368.545,2031856.752,2738053.61,1658000.215,3988797.186,2054780.805,2608809.151,2243571.608,2368921.495,1276162.383,3916668.887,1867992.868,1055891.912,1970968.84,1408866.785,2785119.371,1341162.56,2658757.893,1640011.979,863185.248,387561.2423,1485042.713,603998.327,159941.3498,1706193.071,1034494.162,1053141.775,1865202.302,506229.2739,277135.9776,392464.5844,1035359.188,558351.2662
O43684,14854.00206,17395.91879,11672.60279,6683.723923,9855.649098,7353.927039,11890.21797,12155.21427,4626.418025,31947.05935,11942.56018,8399.614423,13214.14062,20503.74676,6044.457734,22053.70691,17460.65938,6663.537382,13097.90197,62245.74851,35167.70574,97229.58333,66271.44294,25067.55183,15357.70884,28322.06584,15067.88506,15198.4337,45396.86942,84348.56303,20355.08229,17527.55881,20192.76903,19823.28013,10310.83922,25122.59661,24039.82173,30442.7162
P33176,1421.230586,5172.157427,2512.707125,2598.504655,1156.762433,1050.146383,1876.884423,2823.965409,1725.158724,8185.146787,4395.371131,2650.670223,4480.356316,5537.517341,1377.823033,5300.303894,5906.665751,2867.142929,3626.951125,23496.72072,9335.474401,44031.4211,29606.65133,11389.95566,9881.232721,8492.505577,7739.909769,8617.146036,4683.248148,8919.090044,8011.787096,9895.605577,10097.1694,7550.122216,3953.127918,9493.174407,7247.175075,8156.517722
P55769,37713.44126,20207.37098,16287.10798,9814.547446,17539.49509,18844.65123,18320.81949,31066.12719,13121.05597,47748.47055,18028.29145,13163.40769,19004.46185,19429.88662,7374.18038,22744.9613,14046.05115,9671.080881,21460.44552,68845.76179,63854.55051,160640.5889,78791.69197,42586.31442,23196.70622,33712.22137,27642.88415,22274.64708,37635.2186,49778.02982,29752.66833,35131.37172,37504.16604,28625.50387,22228.38524,22380.22548,26263.11325,32178.66191
P34913,714238.6462,1341483.188,562869.3181,107977.4628,428677.1246,625057.3785,800373.1073,572958.2302,558407.5757,2307236.8,665550.7067,770761.6805,285808.8844,947629.8101,369040.0624,728572.912,802258.1144,443164.7592,602616.4281,163355.5345,645069.1054,614924.702,563101.7752,317194.113,171458.0482,397972.1304,365517.8178,238885.7405,129070.0295,431129.4025,57113.9113,148585.6345,738511.8248,36329.74637,74615.19685,76976.1734,496103.1245,73370.43986
Q9HC07,0,0,0,0,0,0,95.10635442,0.029388482,0,0,0.908215333,0,977.8528041,7953.424545,681.3274994,0,0,0,543.3752441,13088.0234,4166.966795,23781.03858,10.78745265,1.759711926,7293.674279,17519.07103,1339.384042,7697.316918,5742.149996,574.4334966,2073.487672,2248.383372,8271.17394,1157.513866,3326.632576,6149.150321,886.6800997,25321.31948
O60502,4472.323435,5870.636694,4474.347043,3674.611162,1255.993217,3780.321138,7685.257779,4585.920749,2236.649705,10258.09024,4369.605298,6245.943768,6383.303763,6674.607046,2833.52951,4211.964077,5764.003541,1760.718438,5955.934972,18312.40624,16797.29499,70638.55488,33910.2556,12181.0276,7300.18917,15377.37688,6284.991602,12678.82226,9358.505523,7209.888529,7003.686265,8711.291235,17492.13854,6062.490054,5835.837903,7480.168175,6336.074087,11961.3212
Q8N163,29559.18747,37092.16354,22595.84807,24529.94363,21423.7574,19343.8593,19687.54988,29113.0691,9187.061498,126773.3705,50386.94405,46129.53267,46680.43177,76880.02375,19213.84617,47217.5063,29598.51375,24732.1314,36405.56228,116858.3862,38111.16961,341483.047,205299.0726,79387.05735,46815.18476,67088.63712,40873.70232,21938.38704,174530.0275,166671.7418,61333.74804,64260.31298,102626.4222,34701.08245,23629.60201,45467.08127,84956.95091,67482.23413
Q04917,103149.7911,51588.06511,62277.24546,40317.59004,53022.85644,63988.48481,41607.77483,60111.47019,46629.14765,261179.4482,72460.94413,71837.19333,49480.99877,51697.54839,25689.56305,104237.6627,89952.43367,51491.89297,42188.89263,211982.6668,131931.5063,554776.6546,267888.142,204142.0375,199071.3488,125058.0083,163673.2981,81165.29961,292938.7372,112565.708,59288.48778,111605.1302,126469.7795,55641.9186,64055.54222,156548.598,130492.9136,151017.2674
Q9UL12,266866.0474,474818.9609,247527.7334,90859.05797,179147.873,214194.9996,335192.0076,280179.1412,202904.6288,657378.739,278427.1915,427591.549,353225.9522,263860.9336,271460.303,453135.3256,365129.3811,273336.6845,465354.3357,68940.15933,515942.5242,377957.3003,246206.2598,147041.7684,87074.53041,144704.2767,69245.26977,96650.82331,48435.8279,225988.7329,160025.8301,194253.3894,292453.3152,59071.08577,58339.2459,80400.05111,154320.8774,28814.59573
Q96JY6,40138.02128,31312.47001,12349.14209,5099.830009,17587.04479,31505.99798,11846.6012,58348.69728,31326.40128,51226.67981,15783.7546,37035.39764,31709.97521,26408.01086,10749.20398,44747.96386,15686.25161,8625.240801,25121.5956,6306.474349,12191.35402,18166.18407,43557.65285,15513.42211,4434.638931,4911.146353,5653.887982,5279.198721,10586.20423,4167.885801,1990.078826,4573.221962,17799.83141,2132.498348,412.3408684,5675.021813,5052.19601,1329.582476
Q86XE5,48946.46267,40697.48359,35438.90559,3380.337623,47503.11492,43798.84526,44183.11937,133044.1903,57415.96941,82653.53156,7458.754286,59074.08356,79375.30241,47701.22901,26236.64189,72271.64423,35744.08876,28048.14806,38715.58459,6689.877632,63364.12178,6358.493425,14183.69084,10641.02032,39274.76971,9633.363115,5521.321883,5963.473153,3875.487278,4511.035953,3888.063051,21167.29996,32481.79436,4980.399963,8683.193997,2570.207286,2632.721961,6590.633715
P52272,433974.6429,309560.6155,111578.7664,94376.68666,165090.8026,281521.9543,204556.5369,371331.7638,204841.1963,626223.4638,229679.9038,256791.167,247090.3899,381829.0341,116184.4612,393553.7035,263832.6791,121686.8216,250157.2893,849360.2776,672692.3443,1932341.893,1481316.956,526093.978,234542.6982,532392.1853,286083.5542,284636.2176,688375.7795,768660.4591,439302.4296,529361.004,451293.1544,254639.4114,250608.6827,395608.9806,391473.4492,313122.0102
O15371,68131.45385,99620.42308,31805.03798,26864.40705,45810.37022,63116.59172,79969.9493,140142.2336,52556.48406,203953.9877,87111.47189,89235.80269,109484.1427,168416.6008,39691.7207,88660.84446,74345.1241,47995.56815,66218.63561,175157.1658,211966.2896,518410.3748,328407.2339,86265.14353,93812.51688,257661.0309,174676.5048,165209.2948,194641.7868,158606.6332,182653.7853,183033.0238,184549.7399,107302.2854,39942.58781,52816.02421,90666.14965,115011.6537
Q9UKM9,28895.36779,16007.14107,5292.320023,6001.882155,8019.561432,17856.09965,12077.20857,32553.22852,11451.10914,23732.45817,12543.74335,7039.880396,15921.17246,26710.77213,6612.894866,11676.37692,10853.18804,7373.358515,9393.70688,69961.56551,44719.29037,156613.6719,83256.15636,22131.13757,18620.69785,30407.80471,29027.09209,28657.13086,44933.36398,29129.90938,24886.95862,49164.62309,43711.02392,19116.66675,14253.47957,24731.4718,16822.18914,36913.53231
P08319,13639265.17,18705819.26,6607552.23,1852973.219,10411937.99,11851503.77,15287976.43,11627725.84,8799862.596,33880102.66,11224969.17,23508300.85,20045641.99,16038549.09,10290858.58,21472195.82,13366783.35,6551775.884,10773660.3,3250974.723,9015497.543,1354722.797,11450159.55,7091252.376,1468922.161,3939879.982,4454447.392,1927262.747,455866.0361,621545.6536,794710.512,3936469.33,19870094.28,253602.4728,1890884.791,692821.9839,422514.8066,236145.4309
Q9H2A2,693362.5464,1102008.447,418629.7665,225351.062,697088.1262,643689.6842,784509.4727,892587.2989,573656.5885,2600843.456,720884.9189,1176964.855,945890.9828,893253.4096,504319.3131,1274360.046,1067049.23,515412.0222,1041005.135,238697.793,383959.7167,192623.3696,72486.03652,448933.2357,211840.7445,17079.9973,156249.8549,226775.5025,50396.38324,75202.24083,29648.25747,27180.03582,1367193.721,45801.8598,104570.753,106906.0051,467844.2407,29325.12853
P68400,15539.14929,10348.24199,3312.107294,2262.703814,4932.336866,9463.015727,5321.263298,13230.01808,9273.223501,22642.93624,8155.424874,9848.126621,8111.924683,11266.73199,4977.846363,12515.29289,9224.078474,7270.878327,6856.759947,21602.83977,26483.42746,78598.30193,59063.34356,18944.6072,11743.1125,31247.01879,13479.12191,13922.12312,24843.53933,34721.95098,13481.81816,16619.44465,17610.75097,11076.23797,7403.484389,10038.59974,11373.75947,16409.32665
O75936,6824.276726,10332.48755,13660.17062,618.2756233,14918.40854,13374.30495,10727.47008,6934.046468,9781.540854,18463.0251,5497.391657,22584.85843,12422.88997,6102.621633,7723.178729,26469.91414,5837.631204,7402.876234,4654.365926,3948.762372,1317.457336,3114.407884,1924.41765,884.6212507,902.838323,876.5847903,10237.32392,1809.950327,784.5596064,1478.172773,372.9526163,500.61549,7708.258423,471.0584495,1313.303526,616.2927232,2076.374299,1001.882087
Q92499,33258.00518,87179.61074,26914.72872,23796.51605,25635.88484,22388.68438,41518.28739,59946.90559,35199.55994,127180.6041,61079.13436,64789.96518,54371.10367,79476.16765,27428.43796,70501.09825,51447.80084,33549.61051,50371.40106,141168.1482,106050.3136,323921.7199,231059.8355,61485.75385,69578.46314,82482.3625,86858.4797,75528.06727,104223.5219,120524.3151,74864.47918,82660.82734,107478.1486,59206.70797,27993.03084,76348.38274,64589.75877,66671.70152
Q9UP83,29.75384195,140.8826949,75.1983242,101.9069294,32.46522543,398.8734964,121.5141313,119.2382479,411.5554116,1007.151802,110.7369753,10.86591431,440.7879608,224.2673221,126.5211937,118.2419839,357.8973553,1.167209102,117.4958666,2152.680013,2002.674954,5131.465585,5348.57404,506.4517549,1678.489612,4650.149528,237.1486292,1195.762052,1208.543276,876.0108153,539.6284086,1694.094891,2991.052837,399.6302039,1470.010233,622.5453759,1538.306083,1940.304829
