Accession,C_OEI06441,C_OEI06445,C_OEI06449,C_OEI06455,C_OEI06461,C_OEI06465,C_OEI06469,C_OEI06473,C_OEI06477,C_OEI06483,C_OEI06487,C_OEI06491,C_OEI06495,C_OEI06499,C_OEI06506,C_OEI06510,C_OEI06520,C_OEI06526,C_OEI06530,HCC_OEI06439,HCC_OEI06443,HCC_OEI06447,HCC_OEI06453,HCC_OEI06459,HCC_OEI06463,HCC_OEI06467,HCC_OEI06471,HCC_OEI06475,HCC_OEI06481,HCC_OEI06485,HCC_OEI06489,HCC_OEI06493,HCC_OEI06497,HCC_OEI06504,HCC_OEI06508,HCC_OEI06518,HCC_OEI06522,HCC_OEI06528
P36578,136662.8083,190204.4816,44099.91949,42657.47618,31779.89364,95700.88178,50961.30955,159808.5921,77509.37921,180310.6119,84849.5895,53543.72953,158272.8828,120460.793,60624.29471,124134.6819,90560.53055,54533.62797,80018.88658,613050.3295,199074.8925,347640.7647,228698.0936,80117.52361,78077.69786,209774.2797,113503.4866,128906.2024,89312.79536,125525.5751,86588.76089,142471.4618,111394.8796,101139.8335,32871.32048,47212.08746,65439.04948,131073.0816
O75923,2622.695734,4090.563616,1500.373776,457.3110551,2049.047789,3075.391586,2125.372974,921.9767321,1921.285116,7327.673345,3370.91518,3977.795508,3755.323572,1916.230858,2043.950978,1283.058479,2984.940271,1427.658998,3157.901432,6703.374725,8557.078201,19736.966,3663.368764,1797.429068,7262.518013,10197.34557,3500.645715,4404.636617,2890.907282,1037.905885,6021.660157,4504.560893,1921.054362,1592.101137,1388.07102,4859.289266,1304.229034,2078.522889
P40763,148527.6294,167231.474,49239.19226,58277.71251,57812.65591,130726.9257,100866.2082,115994.4278,70044.62584,456679.2803,106617.4197,118676.9726,143585.6572,278783.2342,84308.35185,121561.0946,127870.4001,68824.90329,140277.7309,229829.156,196225.8009,842354.7435,412460.5406,90577.85964,113407.9951,206712.1574,135868.2517,146006.7612,168184.9692,271903.8364,76232.03479,153993.4269,193556.358,160512.2083,49948.34802,84974.8011,90160.41984,89981.91269
P48047,908550.4488,665043.8987,387794.4148,187282.7203,446567.0727,654187.9743,464562.2993,582889.4584,736788.5316,727257.5608,349511.065,457569.7437,551712.496,353010.318,215535.4426,695908.5948,533742.0596,321985.2586,370527.3917,1178388.699,670661.62,1003788.523,908515.0224,439183.178,599191.811,716566.7698,419574.2845,268614.4583,192768.5404,272069.1165,465602.905,400712.676,442110.4115,230789.2134,212342.1304,248861.4206,297840.5945,536666.1967
Q86WA6,124174.1552,56328.63204,29944.81327,22875.2688,34507.87295,104024.0632,36435.18755,79290.50607,83879.4003,169158.384,48603.1294,63936.05372,70316.50526,57419.20732,21723.10137,129250.8459,54368.49353,41380.17934,54637.6932,43902.18879,96924.25016,86929.591,236233.2196,73966.39443,18690.09627,47424.41702,117946.306,32735.94554,20987.6789,64911.17571,36362.31948,32054.21787,57645.05674,51815.63227,22405.48273,23025.50018,78687.64989,19253.51469
Q01581,44470.37431,48706.03449,22357.00057,19067.84277,27733.83435,32303.53936,28390.34765,110090.0466,99616.80514,212701.74,69464.02769,84948.63119,79672.24546,193707.7307,39954.75177,79197.31705,34123.6877,24421.13609,35824.46046,28176.20147,123175.2107,691252.5809,172979.129,68391.78711,16985.51009,162127.721,89119.28824,207344.826,50489.85302,196908.4229,200981.1187,58457.52184,257905.5321,46042.56574,45635.21773,43653.52613,28630.59637,18529.88076
P05165,291990.2147,433895.6576,243485.8039,113894.2943,183446.9471,214254.9259,281353.209,272543.2884,105859.3623,852628.6735,306625.8466,315952.259,385664.4472,384558.01,156203.6026,365436.865,434903.0865,247517.3051,497578.3719,311869.4541,742589.0317,412550.5197,472933.396,200556.6389,324540.2642,218075.3019,478961.3184,103489.3589,62305.94173,376297.519,104685.6539,194921.0146,464398.389,190033.3446,163461.971,178640.422,408168.4121,61225.34044
O95747,10357.47268,8156.955524,1964.85123,2140.765013,2072.354887,5452.276459,4832.015047,12231.18176,6972.301811,7503.919487,3180.10722,3539.760905,5585.207843,13341.35974,4122.048768,1615.040354,3672.502926,2086.412153,5156.443702,6034.685806,8469.459202,3139.545483,9445.948534,892.8069763,6059.984683,0,3334.113977,966.7896605,674.25886,5165.6024,3102.605511,4059.24671,4148.729862,3021.323096,850.4672142,3011.667007,1380.258815,7670.935571
Q8NCA5,3229.452813,3546.495636,1212.590073,1172.229394,873.0159607,795.5813404,1191.932741,2770.777903,1527.055513,4993.069763,2649.188158,1329.75206,4411.495819,1917.063014,595.9213409,2676.104599,2260.364686,2111.117851,2101.60965,8326.522896,5628.502625,6272.420957,4405.74704,812.3150024,4398.769104,3777.567908,4469.897208,2587.146441,4293.67215,1334.926056,1775.893341,3361.144269,3650.646835,2483.921444,1071.140255,1544.450028,1608.095095,6223.184488
Q96HY7,93205.08284,96805.39957,99386.75339,18184.98872,79546.72737,32568.94201,74804.98715,38352.9175,49801.08852,220595.5401,137119.8553,137963.4839,79622.29492,106310.6322,73848.25264,168771.4608,305210.7473,62637.01094,72450.70235,38474.02848,129311.1921,154091.4481,307146.6824,203776.9948,88967.85974,74693.0514,60644.74318,85098.76347,24515.16898,92162.65078,59607.09769,29181.52979,87242.77596,28483.49557,40877.98517,54626.50879,63217.38568,30925.787
P62263,124775.764,108293.702,51038.59196,31491.22614,78416.4829,89284.5367,104224.5015,121491.5304,58039.27058,132572.0716,64265.26633,61203.08206,113592.1943,98296.10605,43931.08575,112907.9069,73161.95898,49541.96277,75436.04721,289447.4452,183138.5746,290231.8265,166234.8589,74975.08214,86837.86839,103986.0964,63439.53538,80870.80056,129312.2283,111500.711,78077.69696,116969.4436,114827.1035,95367.42323,48976.1504,53841.41837,84944.78607,127792.2575
P07585,118084.5269,79337.84734,43542.44805,32819.11469,32608.0799,100356.0706,37922.91239,102507.9959,31997.48792,178518.6093,123767.4377,76092.47199,71811.75157,181547.1365,47553.57027,107622.2503,104666.3823,40737.67194,65861.84322,96548.63099,52965.23893,317681.3157,98613.06897,55056.89501,153643.2908,31525.65165,78814.91809,38437.90085,18153.08419,80817.19383,28923.27006,46561.73473,68386.46733,22742.17808,21589.82321,502782.9493,25811.27539,25983.56027
Q9UBS4,253216.6104,89436.78671,25861.84449,26560.07101,64786.69928,128365.5195,75322.51102,171347.1513,78399.78681,171337.4406,63907.80611,58153.34962,111927.5555,133579.8265,36886.41652,68270.1435,62432.85761,39138.64267,107113.3863,357386.8603,247353.1327,271274.1531,376818.9321,47788.47401,80011.16025,80714.64878,61803.83608,121508.294,192415.3722,265170.6816,100071.4641,105659.8419,123482.1079,91953.71494,50283.90987,73834.83235,95170.74268,43589.61714
Q5T2W1,69960.11967,75842.20834,21340.14318,16978.34238,26493.00256,47398.97754,48851.89617,75187.13705,46956.01699,138321.3763,37836.78704,72068.74754,65208.97893,72922.11567,25473.28684,92127.01118,55496.90943,40325.46803,62230.54115,84624.18508,358779.498,732597.3954,1374838.13,60106.37597,34917.59896,126083.8972,47516.81233,25795.37383,125725.8717,94166.09214,81533.27713,268613.0409,47993.86742,37136.84569,20333.84829,35883.96772,92551.65471,14381.87588
P09914,545.097728,1036.34611,249.6154305,561.6509092,549.9646396,937.1214575,438.097592,892.6599686,536.5174954,704.1638355,976.1127343,252.0277924,1694.939031,782.2027556,920.7487625,1640.496253,711.4208401,74.52643797,420.005242,0,569.1551205,6237.09801,9891.049133,635.1750937,12.74450408,1766.579236,2258.014594,1265.587664,36.8914668,0,0,77.73092276,927.0785273,555.7510209,231.8412729,515.0281204,246.2337727,786.675233
P50416,25985.00643,90126.15356,43993.42043,38058.04336,25255.72219,18750.47806,122805.0435,35876.85586,25287.28523,167717.8571,64889.97659,51523.65221,77496.37062,86540.2286,45761.81923,20385.09906,50771.08925,45746.2435,106955.6915,257566.1022,71564.81806,505717.743,90725.38512,102014.1665,84047.00915,89944.86217,52156.21698,103683.9444,92945.31663,49873.09092,228559.8485,39915.19841,63515.61878,62184.39702,37206.83232,58547.60706,94670.45838,71557.10008
P06744,2066534.197,2386214.223,1045848.485,851713.0116,888483.4856,1456310.415,1154334.027,1834245.515,2914486.66,4537104.482,1560197.303,3212726.185,1875073.968,1956099.483,877607.8776,2292163.559,2311388.04,982934.1488,1485427.785,4721316.655,2076336.801,8967005.539,4155795.119,3999883.715,1585612.893,2274524.769,3165756.729,1936063.838,1406067.934,2035830.387,1775591.808,1932035.042,2843680.079,1108100.687,867136.1961,1474110.761,3937852.368,3103027.28
P62899,41267.31928,43675.67469,14391.73472,11743.0418,4005.489663,12465.85727,16573.74803,29105.07394,15826.65266,31155.41152,20975.12764,11081.79088,42935.52833,13583.57549,15006.41033,38252.10596,24827.45907,12028.98332,11001.09161,107856.3832,75194.52133,137504.9854,21239.38132,31127.22343,40876.35939,37055.48862,36834.21842,25714.77217,4645.182094,44912.3313,9553.331123,56258.67178,43209.22304,15895.50098,11617.55455,13297.78133,26771.72282,11856.50676
P59044,879.1915222,2012.931,2865.122974,1499.471382,285.9835656,209.2069225,1294.725343,423.5904446,258.759407,6073.281754,501.0210686,558.2954201,805.7435298,1785.634242,951.5210519,583.2034302,4251.033571,1613.799156,1097.053283,3399.92189,3467.810524,660.6122518,9727.308904,710.9868992,4948.395043,2073.429578,1963.652916,1218.892292,875.8829806,3473.111458,2958.658503,3310.603761,2492.32498,2070.956361,94.84866345,3063.035133,4779.633167,1851.513763
P04004,292191.3033,253222.5472,92375.17014,67429.0914,96557.84271,180968.5026,114164.4816,228907.6938,103316.0834,322357.3934,188054.6793,111367.0928,168939.1761,500382.5822,113906.6913,160880.8875,134519.2877,71358.86482,143694.8653,442476.1322,341465.6886,1450805.946,461665.0006,352838.0314,228169.0647,65443.99462,161190.8393,100412.0088,1116997.282,1531148.866,173825.0576,155959.4067,167534.8642,174032.468,68003.01749,452458.5408,176478.6526,78704.08324
Q9UK22,0,654.776407,73.65739586,872.8286973,119.4262002,217.905725,687.5867193,0,597.2965851,385.6818322,0,422.0359564,898.4587718,143.0141335,307.98338,446.0104319,552.8393278,914.8181588,0,1332.463051,521.0325852,675.9049683,6485.904552,9500.628008,216.7383118,391.5441592,2259.206165,482.0617834,1834.871097,176.1762922,157.2317244,0,315.868699,491.1156319,76.19170761,2936.599749,18274.43038,2813.333253
P62910,717.3473701,1049.860477,106.7313843,491.7830887,634.3540746,695.2911396,1523.370228,2182.972975,802.2648048,2644.571985,1562.053611,646.0750992,2167.431152,2003.677559,837.4807376,2653.58838,2101.216232,1293.96134,1090.879129,9609.277287,4811.841331,7990.093033,614.7945251,1610.015045,2052.172646,2219.024726,891.9704104,2961.393852,1057.396248,2005.218177,1586.838787,3353.284335,968.7081108,2845.849642,434.2506662,1549.071093,2109.225879,2092.452273
O95881,2698.040625,366.9788818,0,387.9939454,764.3000641,1598.566788,245.0580675,1950.993111,616.1624527,747.0251288,0,4.964735126,562.1581308,333.2080963,216.7005451,264.0835266,317.9465924,0,1157.446114,4119.318213,1294.350727,7148.37364,2166.504139,460.8954773,2468.497939,1176.604606,1347.536695,210.8470569,1873.427305,2245.0616,888.0150369,905.7139539,1352.222955,508.6281373,431.0290125,0,323.5381867,2040.995407
P30566,31693.62537,50982.33941,11856.38834,12401.15184,12056.19731,24603.07208,24473.11459,36378.97348,17816.04629,45642.88987,29858.15031,31498.1183,34106.11948,49105.0434,24625.99246,30333.41023,32221.51986,12405.82377,36887.51584,42432.5525,69337.32359,205251.9775,72423.98646,20009.09674,9610.568488,37389.70889,56640.89405,21917.6984,64337.09403,78498.16493,46147.13624,26782.90536,44830.61131,27061.72663,16094.67136,21553.92256,23304.02715,41721.76548
P35250,316.6337043,488.5226339,65.7312806,407.107673,314.0448366,526.6606277,745.5172923,0,437.9579235,1050.609382,520.2076856,0,358.2345652,520.1108398,212.0582326,0,333.2199454,0,404.5543365,2848.468491,0,10135.43882,2060.937938,277.7725986,81.36428645,2411.52267,888.2993622,783.1501041,4628.115707,3028.365021,2664.937759,3.7463825,1575.665662,1277.593903,1083.924652,1015.885269,998.5121088,1440.37989
O60664,203727.2317,116145.0345,53257.82161,53954.84227,66155.79639,151504.3161,60960.88569,170392.5051,89520.10976,263037.1811,109736.4787,84930.28571,108869.069,182139.7753,43548.57072,127335.5741,117331.703,47355.30729,95757.16835,287179.2346,143772.5667,457375.0567,520054.1667,92155.63438,154831.7891,143187.3354,127750.7654,67933.34392,316524.33,112732.1581,49299.37124,163343.9831,165507.7906,84431.55656,20888.64267,185812.4163,95689.30587,240647.0088
P51858,1094081.18,496099.18,154436.6515,104969.8639,316271.2173,691446.0646,463183.2203,891676.7062,448058.2312,775806.1994,353726.514,339255.1702,473319.6732,735311.3779,207715.1283,474161.6936,333799.8083,165611.5712,474126.2464,1020799.498,756126.881,2653273.414,3861703.115,415505.8863,317897.6997,818840.6213,339367.1585,392702.266,1165035.509,1066315.115,433135.7026,831834.2422,510827.053,392582.2477,164991.4482,432192.0182,528917.5477,244233.5399
P01011,815290.6229,572386.6373,235672.9433,134187.2557,367170.6142,698815.8798,401069.6119,1210998.573,360327.3105,2230062.89,427949.6358,337456.6953,935434.3489,689278.8916,171830.2364,382641.1252,414757.8302,207477.5907,986402.5506,793200.7122,1219297.39,1922198.59,698421.8161,680904.8264,714775.7713,472457.5709,616759.8089,522564.0914,1133869.235,457106.2254,443750.2062,2293396.716,461288.4254,1164232.58,118515.3424,838279.6238,400053.4974,925529.6407
O60287,727.9686072,11561.11361,2765.173248,809.0866466,119.2843227,613.9127703,524.0903127,2439.591387,637.2560429,29486.873,6253.780365,7605.678163,12525.49777,24073.32034,9467.926743,1504.005357,14771.66065,3610.598602,3581.491008,415.0176581,19960.0092,1941.319181,24772.07864,302.5720669,582.2438667,4751.863021,6137.712238,4692.732545,2439.193205,683.0132326,384.5645856,5861.184628,4203.12894,2187.114072,3.085310286,1615.40218,1274.933934,2105.954123
P07741,643784.0104,404784.1476,258415.6286,124249.1644,367487.0102,440908.9571,280870.7012,521184.5841,390346.0199,599326.9054,274352.9122,364871.1977,344213.592,359111.2914,174047.0148,499472.1323,314889.803,196640.4845,279427.1727,644984.6605,577775.5198,645505.2542,709875.3699,352292.5042,481019.2035,283193.7052,626177.0926,322946.7339,247010.9201,406178.4469,187174.7893,245639.3053,348949.1769,229701.4963,92308.03084,187682.8817,260077.5341,261043.7813
Q5K4L6,554.5814275,17788.0671,15838.6275,5048.650599,400.9393,216.0730165,11982.48757,114.3600263,207.6857897,15941.00371,7313.731482,2079.856329,3020.542912,18084.9358,7944.58335,2015.430528,5202.567926,2268.426777,3767.692398,76989.83865,38629.04445,29731.29005,4896.946565,4774.182165,2778.17358,1776.710712,6890.728406,13444.07963,17491.22946,17617.74198,10185.18652,3809.115611,3270.407999,38294.86628,346.8597149,4046.523618,14052.79956,2572.769541
P07099,1270318.802,7601322.312,3437686.31,1464967.329,747053.9827,549140.8644,6540171.87,1186301.22,481793.6645,7978863.078,3970610.867,4762666.923,4887785.646,8242422.651,4169054.081,1424840.482,3933723.085,2841987.638,2009142.588,4942090.36,17877099.69,9036503.798,28160952.17,3576819.953,449310.1347,6808340.503,4957289.709,3813163.744,1117368.185,18296654.02,2761268.599,3442203.366,10670887.6,4414056.154,1234881.034,6163184.218,3841181.212,719711.8055
P49327,977976.6423,4241026.432,1459907.673,2084964.394,1348480.144,1040203.971,1672748.633,1534718.668,1581027.66,16741250.94,3716355.326,12005489.28,5450288.876,5115308.562,2869287.595,10036373.58,6399679.076,2060109.333,2537014.38,1217459.283,4583156.222,43190101.47,16593507.25,15570191.85,1732751.554,4223904.689,2642972.274,2551002.685,2821736.801,12527277.71,10599347.76,3731630.593,10412597.81,2168441.919,2868447.503,6245655.106,5285824.122,846810.643
Q9UJW0,564.5652543,541.3092013,0,165.2103835,306.6176605,393.2787247,101.2671165,586.0022469,230.7625615,1314.751584,177.9050636,475.3919353,470.6914212,813.656841,111.7140763,1045.9923,394.2733988,86.45587435,370.3010553,1883.213406,1087.88189,2721.519459,1954.740146,668.9818679,733.8738674,670.4273453,599.7450726,197.9301987,899.2612059,254.6080499,250.4670365,133.6127038,941.9505556,469.9816019,67.50239181,847.4544202,499.0703931,2359.560135
Q16658,107594.4309,145679.3274,65796.58606,30999.44186,63094.70456,93150.74449,90283.31896,145511.6378,61319.58744,332689.5483,81598.3813,130366.2547,127997.5019,231879.0895,41777.0765,113170.8118,124102.779,52457.0574,130198.8877,279918.6319,155938.9884,497544.6156,262097.0394,91732.72876,123648.3832,114196.9373,136673.3065,118256.4734,206750.5135,73363.63869,89078.61415,92316.86148,157212.5307,64412.18135,42287.25661,157494.5094,70943.51096,379512.6336
Q7Z406,134708.5968,419057.0034,148933.5266,194790.8482,131809.9202,114685.3321,278622.9549,233379.48,150131.6961,521089.978,211257.9441,237695.646,399617.1748,620158.1004,257583.4797,214779.7305,248813.7083,110660.5598,277541.5075,388090.2465,407863.7831,799999.732,980372.0134,172376.9763,328676.5405,262114.5051,332593.2379,214055.208,225496.4402,546903.1562,217003.7013,383489.4273,269912.7396,267112.3303,104184.9521,351778.5364,273170.8756,467715.0646
Q15165,89809.419,131551.867,54395.41,48289.40496,45268.15352,43943.50579,65817.28316,69759.77674,32566.42761,307611.3975,113045.1981,69195.85234,131939.7923,121775.7657,39919.37645,84946.86843,134947.9304,56114.05024,104835.4271,141993.5327,266204.7579,1036713.376,495644.1649,94613.48921,87376.85869,68767.46912,63845.94884,127766.6125,198502.2136,66685.61684,74430.29317,172579.7733,69549.61142,106131.2956,42646.78907,69528.62225,86547.71637,43170.98757
Q99729,35021.30137,17711.27369,6170.255647,4540.360076,12935.06616,28177.35008,16344.419,23504.46716,26752.10529,25668.435,8232.328814,17988.84741,16367.70846,12969.05833,8005.603434,16221.06119,14789.42057,8341.972578,9310.519471,42022.23501,25437.6356,43395.65017,38890.2988,5811.996675,9575.461096,24860.78694,24099.4529,23459.89556,21493.49396,39961.9521,23100.25971,15331.21649,20592.56131,18083.27118,17133.47409,18611.13081,23762.22128,21128.31818
Q9NRF8,0,2691.48257,379.5821075,596.5483894,283.9835968,795.3734178,329.1917572,389.6882629,0,1618.174819,297.0757446,1029.372513,317.9025269,1274.615295,261.5206757,620.8310242,0,0,1096.529007,3584.209503,2096.429385,2015.640232,4571.021423,0,834.9724382,2427.507797,2061.06494,1315.315092,9267.443984,402.4877472,1140.93218,2944.487891,2059.061051,558.2653046,795.2300682,356.7106781,0,2402.262909
Q02083,27142.83409,30659.20522,14551.48546,2838.395336,4016.909176,23292.92427,17659.02228,22613.60652,10913.57701,24847.95295,14295.58222,13323.90362,17532.58164,8021.517768,2981.029761,14844.50691,14648.67054,6108.348879,12107.63323,19398.07352,25529.89183,11896.18415,24878.3935,23823.8747,20452.82351,13048.00486,3131.054866,7770.084017,1167.465912,9194.916457,9550.53701,69486.68195,11097.95563,2839.756501,3572.143408,3646.514092,5374.317612,6204.835952
Q15067,878839.888,1423721.772,406244.722,295583.1418,723081.3186,776207.3382,819103.8247,1199114.263,745734.4408,2966913.664,666965.9024,1224644.437,995694.8858,1814153.413,441304.8002,1609543.206,1397151.171,483312.8877,827775.7509,777808.8946,2375078.717,838553.3276,4180527.948,1302581.398,1094349.307,1290401.656,484994.7471,450591.9653,156596.3196,745244.5457,876632.007,791995.5617,2950263.305,328855.8334,535361.9644,204656.7252,624321.8671,299701.9025
Q9NZN3,13824.61932,3488.196765,760.6387959,1303.914629,3849.505913,8134.761155,6815.059782,762.4195709,1477.685471,0.07755177,2862.373777,3367.700214,2473.089401,2074.349029,441.7608828,1345.574875,1085.363779,1191.484581,1780.001272,1990.354821,1934.502676,4218.582443,1336.144516,17.96808683,127.7903662,1310.81097,626.0388535,1413.791221,1953.656862,191.1929345,0,250.1653368,80.10315458,1475.954032,149.7625122,1199.734434,201.3224982,594.4376355
Q9C075,0,210.9556875,0,77.75366003,226.2403179,0,0.028200088,251.6823883,0,359.353687,3.613130157,0,0,373.1947174,0,0,2218.556502,0,297.2869964,177.6598245,0,4075.073824,66.75894751,156.4955065,0,733.7719345,0,6064.269455,11458.61916,0,226.7164078,898.6111594,0,305.3173943,193.1773421,1463.773743,195.0369686,105.8103761
P12235,7435.871539,46603.61358,15034.82033,7545.406887,982.7844447,5610.689873,18601.72223,4763.24815,3121.614676,20452.60377,17099.66202,13762.01378,21065.29764,25864.15057,11290.91671,2494.800953,14224.87201,6194.640358,28141.34693,97603.52747,30680.12651,52107.62493,35739.14762,5791.701485,28481.85292,36533.58898,36699.39214,12565.23905,4047.01307,18293.59536,19703.74095,9528.012451,12976.97726,10126.38397,13405.97792,7194.713614,10153.08421,90860.8189
P30613,1511466.797,1708490.144,762419.3112,312451.5426,1009266.598,1314885.226,642043.3274,966470.0087,1730857.665,2193034.739,816232.6371,2388740.838,833188.0167,1170559.544,696834.9272,2464779.062,848014.0151,572288.3425,583163.0572,146572.515,2063511.664,6932413.056,3795578.728,1693308.714,108912.5652,614254.7231,1206910.949,459396.6616,127131.4037,2521411.395,390321.7635,850683.445,988447.0119,450755.1462,307183.3882,1297221.287,1812374.472,106823.3514
P40222,3241.810669,5292.797684,1381.587616,1796.187813,2644.60025,2746.010758,3751.609443,5738.431524,1950.702295,5673.575258,2579.129891,2369.544468,3852.539398,4681.571031,2006.65564,2062.644438,1565.980977,1141.251877,3070.675023,13816.72225,7478.321147,4721.024654,10965.97891,713.1555758,3125.915543,9563.34588,2886.101152,3707.911696,2884.008325,2896.640427,5697.026331,5015.866648,7702.860654,5964.509469,3426.106848,2421.614059,1859.946976,9543.62884
P27105,53877.98334,354634.1427,85976.63547,83760.87667,33526.11461,43409.48391,291635.8753,51012.67254,49456.47882,285833.5846,102156.9774,114385.6481,156031.0844,294602.6807,120734.9493,73904.43687,105767.5535,75783.8205,220057.0354,217121.2439,461166.536,1485212.855,118760.6298,149238.5496,125173.3803,253050.4638,67509.71629,263030.5708,184277.2022,347529.9502,377179.3472,81099.90049,91572.22951,261321.8667,141740.8495,123968.7784,136931.3823,90315.23705
Q96GA7,26172.93357,53254.21191,28302.19699,27072.50688,37705.42597,29031.37311,27736.32991,51972.48859,19343.86334,131181.656,40072.68761,90159.99249,64360.44822,28563.82852,20038.75771,89677.55459,68170.40909,50182.30727,58329.89688,71671.6329,22640.87029,81118.9766,118783.0924,33078.55716,49504.5865,17481.75308,38231.0679,18871.39009,8863.155077,99271.69722,34623.21471,10439.31768,53890.51574,31613.02686,9122.818207,24602.70253,75657.47067,52851.13096
P01892,5256.974349,3363.505106,881.2961974,3994.167953,1796.703798,3126.526751,2659.598186,2610.774203,789.6702386,9858.708739,2200.995174,3195.621236,3390.986821,5444.325389,5012.950329,1541.184029,1748.674196,494.4827081,7150.593825,11996.33768,7566.428269,1991.257157,42055.67065,13236.8257,5052.978434,4888.677294,2661.010366,8158.051868,3275.383466,1390.451324,2055.446196,3900.412118,4374.035479,5826.842703,1485.84049,729.106506,727.5061535,19612.15118
Q9NUQ7,3297.933765,1521.370877,2281.742128,1410.338996,1628.52711,3189.577049,336.3708014,6125.795493,3255.80478,9496.28326,5378.87367,4293.046507,1617.568422,3178.320959,636.9047578,7866.396306,5581.682702,3214.225596,1647.792092,2125.734167,3636.210114,18123.87815,45145.60618,13245.12277,3922.366275,7105.051731,5294.350455,2152.692115,9109.876545,18126.24955,1123.964591,7462.99499,5967.28184,4920.408513,942.379737,1359.457254,3484.839824,1408.328439
P07954,8484732.498,4819349.204,1982185.506,1090544.568,3257456.424,5207037.986,3264687.137,6651693.896,5852816.363,7702057.47,3188540.991,5341376.889,4297362.733,5055732.269,1634357.414,5833205.176,4283633.969,2385194.085,3658707.365,3596723.766,6679042.476,5358506.112,8681862.705,3148047.034,2426178.462,6733829.555,4516935.243,1801180.842,1739268.487,14912962.43,3592375.916,2586076.408,5850285.438,1340557.807,1081481.258,2426568.121,3552415.15,2242437.339
P08779,12616.50962,88983.61877,5568.96304,3423.293605,14628.60411,7582.728836,18991.55204,8834.415741,861.2193448,8907.876179,18726.27244,1508.304837,5489.992188,5845.989778,2892.012156,51098.74975,4659.100517,3086.652275,5784.701439,113375.2028,50142.39245,21429.90196,10293.0123,39983.13584,6476.291043,21001.28509,9397.029003,4896.430696,33826.59507,24482.15775,5898.735369,26114.95233,10922.91644,8456.443348,2369.594938,12224.14412,8398.987113,4491.610103
Q9BX66,119996.2025,67271.5047,38247.91237,16557.89613,29005.70112,58781.80815,46346.58568,73857.1334,31175.57125,53305.32231,40231.49612,18618.62248,27897.99825,51961.94741,14655.56234,42504.06924,27670.25835,19012.80378,44868.54355,76819.7326,27930.91258,58785.96253,55003.58245,17158.91732,31644.39222,9460.37752,9753.687259,23749.73545,165033.609,19253.18668,22725.73483,5120.083426,26245.02682,15817.30525,12045.69035,106510.1258,22963.48906,24397.92718
P23381,320431.9032,241480.372,68566.27255,93279.54163,100413.3855,152817.7553,121054.8864,225163.3307,139139.5861,347658.88,127589.6447,148616.6432,230063.2862,319050.4874,144251.6088,183980.9622,138445.6362,78517.82744,159640.4424,341605.558,338671.3291,429333.1199,379059.9446,105998.5034,176272.5766,1319273.618,207572.0401,185647.3041,178036.7757,224347.6668,158483.3361,308369.969,200628.8263,203914.4506,112834.5412,188652.9094,95247.3337,1417948.808
O60784,89225.16526,59132.75738,20841.00114,16681.65182,59330.54477,63890.62413,42556.02477,97893.00231,73274.54599,161706.3385,52004.10619,78105.87306,60432.59976,68203.90543,28954.28626,96449.24813,78420.77476,35041.71909,44298.83105,122299.5012,94825.03196,246670.4411,171397.4218,72297.32971,56956.0182,85674.93555,51663.13809,41988.78676,69019.47563,135511.2496,77875.80845,119203.0074,85350.58012,37128.35836,38369.37541,39001.33254,45203.11503,93386.30962
Q16555,346314.6436,340519.0265,129406.9502,78709.89347,85981.56387,243404.6029,181619.1529,368574.4515,174329.0965,597084.583,264435.7661,179192.135,254315.8023,764863.357,116067.5787,367394.1923,176781.6506,135020.7442,270772.0016,601278.0656,205374.9751,897163.5616,1312855.933,318600.622,242152.3859,283938.7227,465339.9818,266365.9624,266239.027,136303.3268,115876.0964,250974.7034,876582.7862,191136.0948,130428.6436,808386.1858,302261.228,286607.8245
P28288,18617.54588,126758.448,37416.47035,46178.96081,9213.667276,18775.50676,87429.33496,20941.853,8574.427785,107637.6606,81449.16612,42715.32318,75229.38799,213378.3737,43585.0329,13087.33795,80746.20009,30945.96461,51097.06559,233837.8097,421239.6822,107764.0287,136011.3062,80387.38698,92948.19403,121350.8085,58807.2924,105223.9794,27965.07844,66029.18074,41898.78149,99525.81761,101966.2542,92036.45212,44576.87463,32528.60343,15882.06735,61740.24947
Q9UBQ0,80681.90512,44695.95745,34747.57351,18800.8514,39925.87264,50970.25886,30574.6684,49024.30837,30030.4945,71112.62966,32030.9388,23975.37694,40664.92759,42272.34732,14324.3756,29467.08518,30022.67119,17169.69543,30754.46013,91928.40816,62853.9744,103360.6836,91251.678,35217.80419,56270.9855,53304.29743,38492.05108,38303.58399,62420.40379,64765.91013,22888.36154,45591.35225,43539.28481,34006.69762,24900.83256,32999.02452,27077.51653,86137.95676
O60826,4581.303528,5183.387598,1025.770309,1491.83342,476.0107727,4117.609719,2231.252228,5061.418328,613.2210693,9713.084534,1470.871735,3616.622718,3246.902096,4649.205103,1910.265228,2830.083071,780.3558044,0,2332.360291,5222.330627,2908.880554,0,9498.395108,0,1731.614899,7842.095352,743.8254144,2987.311609,1656.163757,1854.459284,1654.164062,6603.765095,847.0989075,1402.634186,942.1710279,0,0,12500.78793
